artistId,artistName,albumId,albumTitle,albumYear,albumGenre,songID,songTitle,songTrackNumber
27,Ana Popovic,32,Ana Popovic & Hush: Hometown,1998,6,332,I'm About To Leave You,8
27,Ana Popovic,32,Ana Popovic & Hush: Hometown,1998,6,328,Breaking Up Somebody's Home,9
27,Ana Popovic,32,Ana Popovic & Hush: Hometown,1998,6,338,That's Why I Cry,10
27,Ana Popovic,32,Ana Popovic & Hush: Hometown,1998,6,337,Statesboro Blues,11
27,Ana Popovic,33,Can You Stand the Heat,2013,6,341,Can You Stand the Heat,1
27,Ana Popovic,33,Can You Stand the Heat,2013,6,342,Can't You See What You're Doing to Me,2
27,Ana Popovic,33,Can You Stand the Heat,2013,6,347,Mo' Better Love,3
27,Ana Popovic,33,Can You Stand the Heat,2013,6,348,Object of Obsession,4
27,Ana Popovic,33,Can You Stand the Heat,2013,6,340,Boys' Night Out,5
27,Ana Popovic,33,Can You Stand the Heat,2013,6,345,Hot Southern Night (feat. Lucky Peterson),6
27,Ana Popovic,33,Can You Stand the Heat,2013,6,343,Every Kind of People,7
27,Ana Popovic,33,Can You Stand the Heat,2013,6,339,Ana's Shuffle,8
27,Ana Popovic,33,Can You Stand the Heat,2013,6,346,Leave Well Enough Alone Aka: High Maintenance You,10
27,Ana Popovic,33,Can You Stand the Heat,2013,6,349,Rain Fall Down,12
27,Ana Popovic,33,Can You Stand the Heat,2013,6,344,Growing up Too Soon,13
27,Ana Popovic,34,Jam Session With Paul Personne,2008,6,351,Jam Session,1
27,Ana Popovic,34,Jam Session With Paul Personne,2008,6,350,Hungry,2
